日期,編號,項目,狀態,負責人,備註,單位,客戶,耗時分鐘,金額
0626,L261212,其他,已結案,OP-103,待確認,研發,永利,188,56.71
7月17日,L266247,C 類,不合格,OP-148,,營運,捷欣,176,76.0
7月3日,L268123,B 類,不合格,OP-102,,營運,東昇,238,13.38
0622,L264079,A 類,待處理,OP-111,,資材,捷欣,70,2.83
6月11日,L262655,A 類,,OP-128,,研發,永利,7,27.33
2026/6/24,L265563,其他,,OP-113,已回報,資材,力鋼,94,23.22
2026/7/30,L260814,其他,已結案,OP-105,已回報,品保,順發,132,65.62
0610,L264689,A 類,已結案,OP-139,已回報,製造,永利,161,80.56
2026/6/15,L260053,A 類,不合格,OP-112,,營運,永利,24,17.64
2026/6/6,L263887,其他,已結案,OP-106,已回報,營運,力鋼,190,86.93
2026/7/1,L262465,B 類,不合格,OP-124,,品保,力鋼,112,58.55
2026/7/24,L267592,C 類,,OP-141,,資材,永利,96,87.22
6月20日,L267716,其他,,OP-132,,品保,順發,153,15.97
6月6日,L265492,C 類,已結案,OP-112,已回報,營運,東昇,69,79.63
0607,L265771,A 類,,OP-144,待確認,研發,力鋼,174,35.57
6月30日,L263371,A 類,待處理,OP-110,待確認,品保,捷欣,214,25.78
6月20日,L263056,其他,不合格,OP-111,,營運,大宏,59,29.65
2026/6/24,L265154,A 類,,OP-130,已回報,資材,東昇,145,21.22
0716,L269451,A 類,不合格,OP-147,,資材,力鋼,193,25.07
0624,L266238,B 類,待處理,OP-107,待確認,營運,順發,7,91.7
0723,L268989,其他,已結案,OP-139,,製造,捷欣,183,92.63
7月22日,L265773,其他,待處理,OP-104,待確認,製造,永利,44,69.35
6月9日,L266237,B 類,待處理,OP-143,,資材,永利,30,47.39
2026/6/15,L265375,C 類,,OP-125,,資材,永利,232,90.86
2026/6/9,L268652,C 類,已結案,OP-116,待確認,資材,力鋼,63,4.6
0625,L267558,其他,,OP-142,,研發,力鋼,111,88.22
6月28日,L268686,B 類,合格,OP-130,待確認,營運,捷欣,206,82.79
2026/7/6,L269511,C 類,不合格,OP-147,,品保,大宏,64,46.2
0705,L263641,A 類,待處理,OP-116,,研發,力鋼,218,24.91
0704,L268242,C 類,待處理,OP-138,待確認,營運,東昇,20,83.23
0714,L263311,其他,,OP-132,已回報,研發,捷欣,128,6.37
0620,L266123,A 類,已結案,OP-110,待確認,製造,大宏,168,55.58
2026/7/6,L261828,其他,,OP-108,待確認,品保,永利,191,81.17
6月3日,L263818,其他,待處理,OP-120,,資材,力鋼,221,1.58
0704,L265231,C 類,已結案,OP-115,,資材,永利,17,55.61
0621,L266967,其他,待處理,OP-127,待確認,營運,東昇,1,67.54
0730,L268811,B 類,已結案,OP-104,,資材,力鋼,189,5.98
2026/7/3,L267610,C 類,,OP-130,已回報,研發,力鋼,48,18.35
2026/7/25,L262984,C 類,合格,OP-137,,品保,捷欣,167,28.51
0608,L260688,A 類,合格,OP-127,待確認,營運,東昇,193,65.39
2026/7/6,L260811,C 類,待處理,OP-123,已回報,資材,捷欣,144,35.32
0721,L261055,A 類,待處理,OP-103,已回報,營運,大宏,168,81.53
0701,L269526,其他,,OP-114,,品保,力鋼,6,34.8
2026/7/8,L261613,C 類,,OP-137,,品保,順發,239,5.15
0721,L260718,C 類,合格,OP-107,,營運,順發,99,94.47
0630,L264498,C 類,不合格,OP-131,待確認,品保,東昇,137,32.4
2026/6/15,L269966,其他,,OP-130,,品保,大宏,111,62.17
0615,L262942,B 類,,OP-125,,研發,力鋼,50,38.8
2026/7/10,L261341,B 類,,OP-132,,製造,大宏,102,60.78
6月8日,L268961,C 類,已結案,OP-106,,營運,永利,182,40.79
0720,L260110,B 類,合格,OP-110,,品保,永利,1,62.57
7月16日,L260746,B 類,,OP-145,,品保,永利,135,5.62
0722,L265928,B 類,,OP-132,,品保,捷欣,50,24.56
2026/6/27,L264130,A 類,合格,OP-125,已回報,資材,大宏,218,9.34
2026/6/5,L264060,A 類,合格,OP-117,,資材,東昇,5,2.5
2026/7/19,L263775,C 類,不合格,OP-109,,資材,永利,171,21.65
7月18日,L268825,其他,合格,OP-112,已回報,研發,永利,40,20.5
6月2日,L262567,C 類,待處理,OP-127,,資材,力鋼,96,13.12
6月3日,L260058,A 類,待處理,OP-111,,製造,永利,68,55.08
2026/6/29,L263257,B 類,,OP-134,,資材,大宏,135,49.04
6月15日,L267877,A 類,,OP-128,,營運,永利,116,53.04
2026/7/12,L266872,B 類,不合格,OP-136,,資材,永利,12,56.01
6月1日,L260133,C 類,不合格,OP-105,已回報,資材,力鋼,36,20.28
0706,L264518,B 類,,OP-144,,營運,東昇,40,34.0
2026/7/1,L260818,其他,合格,OP-105,待確認,品保,捷欣,131,5.6
2026/6/2,L261626,A 類,已結案,OP-106,,營運,捷欣,171,1.89
0623,L261122,B 類,不合格,OP-118,,製造,東昇,159,39.83
0620,L265149,A 類,已結案,OP-142,,品保,捷欣,105,14.27
6月1日,L269062,A 類,不合格,OP-141,,品保,東昇,186,45.13
2026/7/13,L267864,其他,不合格,OP-125,,營運,東昇,110,4.38
0620,L262650,其他,合格,OP-141,,營運,順發,5,10.52
0607,L263275,B 類,不合格,OP-123,已回報,製造,捷欣,137,30.07
0604,L263839,其他,,OP-129,,資材,永利,99,20.57
7月24日,L264917,其他,,OP-129,,資材,捷欣,60,35.14
6月23日,L261595,C 類,合格,OP-125,,研發,東昇,207,8.38
6月25日,L264655,A 類,待處理,OP-138,,營運,捷欣,19,40.09
2026/6/13,L269366,B 類,,OP-113,,營運,東昇,141,15.61
6月30日,L265238,A 類,不合格,OP-113,待確認,營運,東昇,217,35.31
0609,L262715,A 類,待處理,OP-104,,資材,永利,19,34.5
0701,L267566,其他,已結案,OP-120,,品保,捷欣,4,66.5
7月12日,L267768,其他,不合格,OP-121,,資材,力鋼,126,70.96
6月14日,L263990,其他,待處理,OP-142,待確認,品保,東昇,193,79.99
0713,L268458,B 類,不合格,OP-136,,研發,順發,18,89.06
2026/7/24,L269162,C 類,,OP-140,,品保,捷欣,195,28.2
7月29日,L265755,其他,合格,OP-105,已回報,營運,力鋼,167,37.63
6月24日,L261976,B 類,合格,OP-105,待確認,資材,力鋼,6,6.37
0629,L264987,B 類,已結案,OP-127,,製造,捷欣,112,26.13
6月19日,L263187,B 類,,OP-107,,品保,力鋼,31,23.37
0625,L262385,其他,,OP-117,已回報,製造,捷欣,29,16.35
2026/6/10,L265075,其他,合格,OP-130,已回報,品保,永利,216,23.03
6月18日,L263481,B 類,待處理,OP-136,,品保,大宏,108,58.33
2026/7/24,L268360,A 類,不合格,OP-119,,研發,順發,95,11.05
2026/7/25,L263646,C 類,不合格,OP-128,已回報,研發,捷欣,193,15.86
6月30日,L260553,A 類,待處理,OP-147,待確認,製造,力鋼,58,41.16
2026/7/30,L261170,A 類,待處理,OP-138,,資材,永利,227,62.21
0723,L261892,B 類,已結案,OP-120,,製造,大宏,132,20.63
2026/7/15,L263457,C 類,待處理,OP-135,,製造,順發,152,2.51
6月8日,L266894,A 類,不合格,OP-117,已回報,資材,大宏,76,33.03
2026/7/21,L266831,A 類,,OP-127,待確認,營運,力鋼,66,4.44
7月30日,L263717,A 類,,OP-128,,研發,順發,22,96.21
2026/7/5,L269136,C 類,,OP-127,已回報,資材,大宏,214,79.33
6月17日,L262736,C 類,已結案,OP-122,,營運,東昇,15,5.28
7月17日,L263749,B 類,,OP-123,待確認,製造,力鋼,202,53.61
7月3日,L266451,B 類,,OP-146,已回報,營運,順發,37,71.93
7月26日,L268078,B 類,,OP-144,,製造,順發,10,79.48
0717,L267567,B 類,合格,OP-117,已回報,製造,捷欣,183,71.2
7月16日,L264010,B 類,,OP-101,,製造,永利,229,23.68
7月19日,L265569,C 類,,OP-125,,資材,大宏,170,58.09
0719,L264428,A 類,,OP-139,待確認,製造,東昇,207,75.09
6月18日,L269623,B 類,,OP-132,,製造,東昇,86,51.08
0706,L265039,C 類,合格,OP-130,,品保,捷欣,230,60.55
2026/7/22,L262699,C 類,不合格,OP-127,已回報,製造,捷欣,169,95.51
0730,L263482,A 類,,OP-104,,研發,永利,200,11.21
0608,L263458,C 類,待處理,OP-111,待確認,營運,順發,234,11.69
2026/6/22,L269586,C 類,,OP-141,已回報,品保,順發,229,84.42
2026/6/1,L268813,其他,已結案,OP-139,待確認,資材,永利,52,87.36
6月12日,L268426,C 類,合格,OP-137,,製造,大宏,196,93.65
7月23日,L262352,C 類,不合格,OP-140,,營運,力鋼,6,65.53
0629,L265010,A 類,已結案,OP-123,,營運,順發,25,15.68
0604,L266021,C 類,待處理,OP-132,,資材,捷欣,74,94.45
7月9日,L263985,A 類,合格,OP-117,,品保,力鋼,51,56.69
0610,L267478,C 類,,OP-143,,資材,力鋼,216,75.41
7月29日,L269529,B 類,已結案,OP-110,,品保,東昇,133,69.0
2026/6/5,L268092,其他,,OP-114,已回報,研發,力鋼,103,19.31
7月30日,L266444,其他,已結案,OP-145,,製造,永利,96,19.17
2026/6/16,L268826,C 類,,OP-126,已回報,營運,東昇,169,75.19
0616,L266168,B 類,待處理,OP-146,已回報,研發,捷欣,223,35.61
0721,L266582,B 類,已結案,OP-102,,營運,東昇,35,6.19
6月10日,L269135,A 類,已結案,OP-147,已回報,研發,力鋼,26,59.19
2026/6/2,L263240,A 類,已結案,OP-138,已回報,製造,力鋼,81,29.81
0730,L268038,C 類,已結案,OP-147,,製造,順發,116,66.47
0630,L268710,其他,不合格,OP-146,,研發,順發,227,74.67
6月21日,L264590,A 類,,OP-133,,研發,東昇,212,17.62
2026/7/30,L260498,B 類,已結案,OP-125,已回報,資材,大宏,73,50.21
0603,L263975,C 類,,OP-137,,品保,順發,52,39.88
0612,L261472,其他,,OP-105,,營運,永利,238,91.33
0709,L267321,B 類,,OP-130,,資材,捷欣,226,23.07
2026/7/26,L267068,其他,待處理,OP-101,,品保,力鋼,102,59.87
2026/7/3,L268069,其他,,OP-134,待確認,製造,力鋼,138,20.47
7月10日,L266036,C 類,已結案,OP-108,,營運,大宏,199,3.78
6月10日,L266430,其他,,OP-125,,資材,順發,118,16.11
0706,L265161,A 類,待處理,OP-110,,資材,東昇,203,37.63
7月21日,L260239,C 類,,OP-101,,營運,東昇,60,40.68
7月14日,L267050,B 類,,OP-141,待確認,資材,力鋼,163,43.91
0722,L261961,B 類,不合格,OP-128,待確認,製造,大宏,238,40.19
2026/6/6,L262161,其他,不合格,OP-106,,資材,順發,107,15.07
7月27日,L268051,A 類,合格,OP-125,,製造,捷欣,210,11.69
6月30日,L266357,其他,已結案,OP-138,,製造,永利,220,97.21
2026/7/5,L268737,C 類,已結案,OP-122,已回報,品保,順發,78,1.36
2026/7/5,L261277,B 類,,OP-132,,研發,順發,212,27.6
2026/7/10,L269034,B 類,不合格,OP-118,待確認,營運,大宏,198,52.29
2026/6/15,L269352,C 類,,OP-129,,研發,大宏,205,53.21
7月22日,L266970,B 類,不合格,OP-127,已回報,研發,永利,155,80.75
2026/6/30,L268442,A 類,,OP-133,待確認,研發,大宏,179,83.09
7月4日,L262789,A 類,待處理,OP-120,待確認,研發,東昇,33,49.93
6月16日,L268218,B 類,已結案,OP-132,,營運,永利,128,19.29
2026/7/10,L269728,C 類,合格,OP-108,,營運,力鋼,6,88.91
0730,L262715,C 類,待處理,OP-116,,品保,捷欣,88,69.57
2026/7/30,L261649,其他,,OP-110,待確認,研發,東昇,194,0.52
2026/7/27,L264128,其他,不合格,OP-104,待確認,研發,順發,131,85.36
2026/7/24,L263156,A 類,不合格,OP-112,待確認,營運,大宏,107,8.29
0707,L260872,A 類,已結案,OP-143,已回報,研發,東昇,216,38.1
6月9日,L263120,A 類,,OP-131,已回報,製造,捷欣,86,57.7
2026/6/26,L267443,A 類,合格,OP-141,已回報,研發,力鋼,126,0.44
0712,L261446,A 類,待處理,OP-136,,營運,順發,138,6.98
0721,L264534,B 類,待處理,OP-124,已回報,資材,大宏,188,29.78
0721,L268640,C 類,不合格,OP-129,,品保,東昇,178,51.28
0620,L264496,C 類,已結案,OP-102,,研發,順發,206,7.03
0619,L262175,A 類,,OP-127,已回報,製造,力鋼,185,28.1
0601,L268522,A 類,合格,OP-115,,品保,力鋼,166,3.71
2026/6/2,L261973,A 類,已結案,OP-122,,營運,捷欣,123,92.73
2026/7/19,L263121,A 類,,OP-123,,品保,力鋼,76,94.49
6月11日,L263766,B 類,不合格,OP-104,,製造,東昇,185,97.79
2026/6/26,L264735,A 類,待處理,OP-129,,營運,東昇,36,93.58
2026/7/3,L265286,B 類,已結案,OP-117,待確認,製造,順發,64,67.08
6月25日,L269784,A 類,不合格,OP-136,,研發,永利,83,39.36
6月27日,L266619,其他,已結案,OP-114,,營運,捷欣,213,1.92
7月28日,L265167,其他,,OP-117,,製造,永利,207,17.04
2026/6/16,L265536,C 類,待處理,OP-101,待確認,營運,大宏,131,55.33
7月1日,L263796,C 類,,OP-120,已回報,研發,力鋼,91,63.24
0630,L264956,B 類,合格,OP-121,,品保,力鋼,77,89.9
0603,L267333,其他,待處理,OP-126,,品保,順發,177,75.51
0703,L262334,B 類,待處理,OP-142,,品保,順發,42,11.54
6月1日,L266047,C 類,已結案,OP-102,,品保,永利,131,2.39
2026/6/14,L268588,B 類,已結案,OP-138,待確認,營運,力鋼,190,2.27
0722,L269420,其他,已結案,OP-101,,資材,順發,3,25.51
0718,L260056,C 類,待處理,OP-109,,品保,東昇,47,56.05
0730,L267892,A 類,,OP-124,待確認,營運,捷欣,101,13.37
7月3日,L261615,A 類,,OP-106,,營運,捷欣,74,76.79
2026/6/15,L269725,B 類,不合格,OP-123,,研發,捷欣,200,7.36
0601,L263011,其他,合格,OP-138,待確認,製造,順發,197,12.4
2026/7/2,L262389,A 類,不合格,OP-148,,營運,東昇,8,16.47
2026/6/17,L268637,B 類,,OP-124,待確認,資材,順發,77,72.56
2026/7/13,L267624,A 類,合格,OP-119,,營運,永利,156,14.69
6月26日,L266971,其他,待處理,OP-121,,資材,永利,84,67.09
0707,L265980,B 類,已結案,OP-113,已回報,研發,順發,146,94.99
2026/7/25,L263218,其他,不合格,OP-107,,資材,東昇,166,25.56
0725,L260159,C 類,,OP-135,,資材,捷欣,221,78.03
7月8日,L262235,A 類,已結案,OP-132,待確認,營運,力鋼,62,88.37
2026/7/12,L261538,B 類,待處理,OP-114,,資材,大宏,77,75.46
0723,L268263,A 類,,OP-126,,品保,順發,218,91.55
2026/7/14,L265740,B 類,,OP-112,,品保,大宏,79,67.1
2026/6/8,L260229,C 類,不合格,OP-145,,製造,東昇,7,73.35
6月9日,L268534,A 類,待處理,OP-132,待確認,製造,捷欣,221,35.51
7月14日,L267220,B 類,,OP-119,,製造,東昇,81,34.92
7月10日,L268393,A 類,,OP-114,,營運,東昇,187,42.36
6月27日,L268418,其他,,OP-146,,資材,永利,79,85.58
0720,L264177,其他,不合格,OP-116,待確認,製造,東昇,103,21.71
2026/7/15,L269821,B 類,待處理,OP-141,,資材,大宏,122,95.02
6月30日,L267076,B 類,合格,OP-108,,營運,東昇,91,93.74
0724,L265814,C 類,已結案,OP-129,,製造,大宏,139,38.95
7月2日,L262223,B 類,,OP-108,已回報,品保,捷欣,31,8.2
0713,L267262,B 類,合格,OP-135,已回報,研發,大宏,132,48.49
0618,L262886,C 類,不合格,OP-132,,資材,東昇,160,36.43
2026/6/13,L266885,其他,已結案,OP-122,,研發,順發,5,71.72
7月11日,L269342,C 類,不合格,OP-115,,品保,捷欣,211,16.18
2026/6/13,L267276,C 類,待處理,OP-121,,品保,東昇,218,75.0
0602,L264675,A 類,,OP-129,,品保,永利,210,66.97
2026/7/19,L267594,A 類,,OP-146,,營運,大宏,106,81.25
7月4日,L268244,其他,已結案,OP-117,已回報,營運,永利,180,69.03
2026/7/9,L263551,A 類,待處理,OP-145,已回報,營運,順發,180,22.46
2026/7/14,L266285,C 類,不合格,OP-118,,研發,力鋼,234,2.2
0601,L263617,其他,合格,OP-121,已回報,資材,大宏,93,80.15
0726,L267612,B 類,待處理,OP-137,,營運,順發,136,11.53
7月3日,L260143,其他,,OP-124,已回報,品保,大宏,166,49.24
0720,L264993,其他,已結案,OP-118,,研發,力鋼,172,24.86
7月2日,L264376,A 類,已結案,OP-129,,營運,順發,233,57.33
6月15日,L267897,B 類,合格,OP-145,待確認,品保,東昇,104,48.83
6月3日,L261182,C 類,合格,OP-107,,資材,大宏,29,69.02
0630,L262740,B 類,,OP-119,,資材,永利,73,70.51
2026/6/11,L260313,其他,,OP-105,,品保,力鋼,15,51.21
0626,L261593,C 類,待處理,OP-145,,品保,力鋼,58,96.72
6月9日,L267127,C 類,,OP-118,待確認,營運,大宏,3,48.18
2026/7/24,L264551,其他,,OP-101,,品保,力鋼,207,63.05
0611,L261620,C 類,合格,OP-144,待確認,研發,力鋼,172,57.25
2026/7/12,L261163,A 類,,OP-135,待確認,品保,順發,109,41.84
2026/6/1,L263628,其他,已結案,OP-141,待確認,研發,大宏,233,34.67
7月20日,L261178,其他,待處理,OP-145,,營運,大宏,2,36.49
2026/7/25,L262951,A 類,,OP-145,,品保,永利,60,74.37
2026/7/20,L265763,C 類,合格,OP-148,,研發,順發,172,84.98
0603,L264625,A 類,待處理,OP-123,,營運,永利,118,97.6
0722,L269978,A 類,,OP-108,,營運,永利,84,69.17
6月16日,L262153,A 類,不合格,OP-121,,製造,大宏,144,67.46
7月17日,L261017,B 類,合格,OP-101,,品保,永利,188,26.43
6月22日,L262832,其他,,OP-137,,資材,力鋼,61,15.22
7月8日,L269041,C 類,,OP-136,待確認,品保,東昇,151,69.61
6月6日,L268374,C 類,已結案,OP-140,待確認,資材,力鋼,43,11.42
7月25日,L268822,B 類,合格,OP-102,,製造,大宏,154,18.34
2026/6/10,L260925,B 類,,OP-126,已回報,研發,順發,105,21.11
0702,L262011,C 類,待處理,OP-143,,製造,大宏,180,85.87
7月15日,L260952,C 類,,OP-107,待確認,營運,大宏,188,89.19
2026/7/1,L268289,C 類,已結案,OP-102,,研發,順發,115,62.35
7月16日,L262537,其他,已結案,OP-120,,研發,捷欣,31,5.0
7月8日,L265992,A 類,合格,OP-112,已回報,資材,大宏,113,36.28
6月3日,L265027,A 類,不合格,OP-124,,品保,順發,205,47.53
0618,L267762,其他,,OP-129,待確認,資材,大宏,114,5.36
6月3日,L269944,其他,,OP-118,待確認,營運,捷欣,18,12.94
2026/6/4,L268847,A 類,合格,OP-118,,製造,捷欣,167,20.53
0719,L267673,A 類,已結案,OP-146,待確認,製造,大宏,115,29.52
7月13日,L262883,B 類,合格,OP-116,待確認,品保,順發,94,47.44
6月25日,L269556,其他,不合格,OP-134,,資材,力鋼,236,28.19
0621,L260349,其他,合格,OP-129,待確認,資材,大宏,210,66.28
0627,L260270,C 類,合格,OP-115,待確認,營運,力鋼,30,49.73
2026/6/19,L266079,A 類,已結案,OP-142,已回報,資材,順發,86,12.57
2026/7/11,L267211,C 類,合格,OP-114,,研發,永利,69,33.14
0608,L264990,C 類,已結案,OP-114,待確認,品保,東昇,197,73.65
0604,L264466,其他,合格,OP-147,,資材,力鋼,138,2.88
6月20日,L267786,B 類,已結案,OP-127,,製造,永利,207,77.55
0626,L267558,C 類,已結案,OP-103,,資材,捷欣,200,50.46
7月8日,L262680,其他,不合格,OP-124,,研發,力鋼,39,55.71
7月1日,L266239,C 類,不合格,OP-107,,營運,捷欣,22,49.73
7月9日,L261373,A 類,合格,OP-109,,資材,捷欣,142,91.85
2026/7/16,L265134,A 類,待處理,OP-119,,品保,東昇,128,48.4
2026/6/14,L268363,C 類,,OP-108,,研發,東昇,81,72.62
2026/7/23,L264740,A 類,合格,OP-141,,研發,力鋼,22,55.22
0616,L264078,其他,待處理,OP-144,,品保,順發,9,56.48
6月7日,L269214,C 類,合格,OP-119,已回報,研發,捷欣,24,42.92
0620,L262414,C 類,,OP-121,,資材,力鋼,215,17.0
2026/6/25,L265084,C 類,,OP-129,待確認,營運,力鋼,86,64.77
0619,L269615,B 類,不合格,OP-147,待確認,資材,永利,8,83.02
2026/6/6,L266793,C 類,已結案,OP-120,已回報,製造,大宏,211,88.84
6月17日,L268569,其他,合格,OP-125,待確認,品保,東昇,12,30.47
2026/6/24,L264790,其他,待處理,OP-138,待確認,製造,東昇,231,57.43
2026/7/26,L262161,C 類,,OP-119,,資材,大宏,47,34.82
7月8日,L269041,A 類,待處理,OP-140,,製造,順發,164,37.25
0610,L267393,A 類,待處理,OP-121,,營運,力鋼,48,46.39
7月4日,L264784,其他,合格,OP-145,,品保,大宏,5,95.18
0607,L260673,其他,已結案,OP-121,已回報,研發,永利,43,27.15
2026/6/25,L268821,A 類,待處理,OP-138,已回報,研發,捷欣,131,46.21
6月3日,L265596,B 類,不合格,OP-109,待確認,製造,力鋼,141,10.39
7月25日,L263324,其他,不合格,OP-141,,資材,力鋼,226,12.54
0723,L264116,B 類,不合格,OP-105,,營運,捷欣,55,66.23
2026/7/4,L260334,其他,,OP-135,,品保,力鋼,204,56.97
7月16日,L264675,C 類,,OP-118,,研發,力鋼,152,14.67
7月24日,L265284,B 類,已結案,OP-123,已回報,營運,捷欣,26,80.71
7月29日,L268187,B 類,已結案,OP-137,待確認,品保,力鋼,135,33.64
6月13日,L265168,A 類,已結案,OP-131,待確認,營運,東昇,137,74.28
2026/6/11,L268691,其他,合格,OP-133,待確認,製造,捷欣,23,85.17
7月26日,L263692,B 類,合格,OP-133,,營運,順發,66,11.88
0705,L266356,B 類,合格,OP-134,,品保,力鋼,53,88.85
0729,L267669,A 類,不合格,OP-102,,品保,永利,226,54.85
0725,L260157,C 類,待處理,OP-135,,營運,永利,73,61.78
6月16日,L264580,B 類,待處理,OP-122,,資材,順發,36,85.28
7月22日,L267492,C 類,已結案,OP-116,,營運,力鋼,91,66.62
2026/7/12,L263076,B 類,不合格,OP-108,,營運,順發,64,51.12
7月9日,L262149,B 類,,OP-141,已回報,研發,捷欣,154,35.4
2026/7/3,L267319,A 類,已結案,OP-143,已回報,資材,大宏,229,91.3
6月14日,L261944,B 類,合格,OP-113,,研發,永利,5,18.34
0722,L263770,A 類,,OP-140,,製造,力鋼,163,88.3
0726,L269116,A 類,,OP-131,,營運,順發,165,59.41
2026/7/13,L268712,A 類,合格,OP-112,待確認,資材,力鋼,99,13.51
2026/6/17,L268370,C 類,,OP-120,已回報,品保,力鋼,154,42.39
6月3日,L265242,A 類,合格,OP-135,,品保,東昇,206,88.27
2026/6/11,L265575,C 類,已結案,OP-148,,資材,東昇,5,76.56
2026/6/14,L265557,A 類,不合格,OP-117,,營運,東昇,5,67.46
0630,L268687,C 類,不合格,OP-106,待確認,營運,捷欣,39,5.81
2026/7/30,L261328,B 類,,OP-112,,品保,永利,199,21.06
2026/6/30,L262945,其他,不合格,OP-126,,品保,東昇,76,61.88
0606,L260991,其他,已結案,OP-123,已回報,資材,大宏,9,94.7
2026/7/20,L267771,C 類,合格,OP-118,已回報,營運,捷欣,31,40.23
0704,L268620,C 類,已結案,OP-113,,營運,大宏,52,5.22
0725,L262684,B 類,合格,OP-137,,營運,東昇,80,10.31
2026/6/3,L262459,C 類,待處理,OP-112,已回報,品保,捷欣,213,70.02
2026/7/29,L268835,C 類,待處理,OP-107,待確認,營運,捷欣,40,94.76
7月1日,L263686,其他,待處理,OP-123,,營運,順發,95,59.59
0704,L267380,其他,,OP-147,已回報,品保,東昇,106,94.21
7月11日,L266941,A 類,已結案,OP-101,,營運,捷欣,129,82.44
7月1日,L260344,B 類,已結案,OP-140,,營運,力鋼,82,85.98
2026/6/26,L267473,B 類,已結案,OP-142,,品保,捷欣,103,84.46
0618,L263450,A 類,不合格,OP-112,,資材,力鋼,17,18.26
0715,L267856,B 類,,OP-148,,營運,順發,174,51.69
6月10日,L264174,B 類,已結案,OP-139,待確認,製造,永利,159,85.67
0712,L262492,A 類,,OP-110,,研發,順發,102,88.66
2026/7/27,L260722,其他,待處理,OP-133,,營運,大宏,152,43.76
7月13日,L266890,A 類,合格,OP-133,待確認,品保,順發,111,92.18
2026/6/28,L269530,A 類,,OP-132,,資材,永利,230,67.26
0630,L264377,B 類,,OP-108,待確認,品保,大宏,67,56.09
2026/6/25,L260118,A 類,待處理,OP-128,已回報,營運,捷欣,194,55.74
6月6日,L268598,C 類,不合格,OP-131,,品保,力鋼,147,60.93
7月10日,L261460,其他,,OP-128,,品保,永利,199,59.13
0629,L265831,B 類,,OP-114,,品保,大宏,234,21.28
2026/6/1,L267388,B 類,不合格,OP-105,,品保,順發,50,69.07
6月30日,L266141,B 類,不合格,OP-128,,品保,捷欣,161,71.54
6月27日,L267778,A 類,待處理,OP-125,待確認,品保,永利,100,63.13
0724,L261049,其他,待處理,OP-124,,研發,順發,38,41.12
6月10日,L268366,其他,合格,OP-106,,品保,東昇,105,75.78
7月9日,L260450,其他,,OP-117,,製造,力鋼,13,55.41
0723,L268812,A 類,不合格,OP-118,已回報,資材,力鋼,137,5.45
2026/6/15,L266395,B 類,合格,OP-134,待確認,製造,順發,141,46.36
0611,L263035,C 類,已結案,OP-104,,資材,永利,183,31.57
7月13日,L267427,B 類,,OP-108,,製造,大宏,147,75.64
2026/7/17,L266881,C 類,,OP-102,,品保,力鋼,43,31.04
2026/6/10,L267798,B 類,,OP-134,已回報,製造,捷欣,106,70.03
2026/7/28,L269266,其他,合格,OP-141,,資材,順發,236,75.05
0618,L268911,B 類,,OP-114,,研發,大宏,182,43.58
0712,L267624,B 類,合格,OP-148,待確認,資材,東昇,3,79.07
6月21日,L262071,A 類,,OP-131,已回報,營運,東昇,183,46.86
2026/6/5,L262368,其他,合格,OP-120,,研發,大宏,146,61.16
2026/6/29,L267380,A 類,合格,OP-121,,品保,大宏,145,37.19
6月26日,L260157,其他,待處理,OP-103,,品保,東昇,137,66.59
7月10日,L263162,A 類,合格,OP-126,,資材,順發,187,57.7
0601,L260725,其他,,OP-101,,品保,永利,189,52.14
2026/6/16,L261184,B 類,不合格,OP-117,,營運,永利,61,70.18
6月20日,L260852,B 類,已結案,OP-113,已回報,研發,力鋼,144,81.97
0608,L269992,B 類,,OP-114,已回報,品保,東昇,53,46.11
0611,L264711,其他,待處理,OP-106,待確認,研發,順發,96,23.56
2026/7/30,L264693,其他,合格,OP-146,,製造,東昇,141,22.88
6月10日,L260854,C 類,待處理,OP-144,已回報,營運,順發,231,97.86
7月3日,L264175,A 類,合格,OP-130,,製造,大宏,14,9.9
6月17日,L264664,其他,不合格,OP-131,已回報,品保,大宏,130,45.2
2026/7/26,L267677,B 類,合格,OP-127,已回報,資材,永利,15,84.78
2026/7/25,L263159,B 類,不合格,OP-127,,營運,大宏,37,97.12
0620,L263716,A 類,合格,OP-138,待確認,製造,東昇,74,97.48
2026/7/19,L265626,B 類,待處理,OP-127,,營運,永利,36,94.71
6月27日,L267111,C 類,已結案,OP-120,,製造,力鋼,214,5.2
2026/7/13,L265963,A 類,,OP-135,,品保,捷欣,74,75.83
0621,L265476,A 類,待處理,OP-138,已回報,資材,大宏,146,26.22
2026/6/24,L263117,B 類,不合格,OP-101,,品保,東昇,100,18.86
2026/7/7,L269688,C 類,合格,OP-144,,品保,大宏,97,53.76
6月14日,L267124,A 類,,OP-142,已回報,資材,捷欣,218,87.49
0602,L266054,其他,合格,OP-143,,品保,大宏,141,56.79
7月6日,L269652,其他,待處理,OP-145,,研發,順發,213,80.28
6月22日,L262597,C 類,,OP-112,待確認,品保,東昇,193,81.48
0628,L261279,B 類,已結案,OP-137,待確認,資材,順發,52,38.5
7月16日,L264623,B 類,不合格,OP-122,,研發,大宏,159,62.98
7月12日,L261922,其他,,OP-113,待確認,營運,順發,226,33.39
0616,L264343,A 類,已結案,OP-131,,資材,順發,185,91.2
2026/7/23,L263397,C 類,不合格,OP-102,,資材,力鋼,9,47.67
6月6日,L264367,B 類,,OP-110,,營運,永利,36,83.94
